FIPS,County,State,name,name_short,designation
8101,Pueblo,CO,United States,CO,Not Designated
8005,Arapahoe,CO,United States,CO,Not Designated
8031,Denver,CO,United States,CO,Not Designated
8039,Elbert,CO,United States,CO,Not Designated
8073,Lincoln,CO,United States,CO,Not Designated
8001,Adams,CO,United States,CO,Not Designated
8087,Morgan,CO,United States,CO,Not Designated
8123,Weld,CO,United States,CO,Not Designated
8063,Kit Carson,CO,United States,CO,Not Designated
8095,Phillips,CO,United States,CO,Not Designated
8121,Washington,CO,United States,CO,Not Designated
8125,Yuma,CO,United States,CO,Not Designated
8075,Logan,CO,United States,CO,Not Designated
8115,Sedgwick,CO,United States,CO,Not Designated
9001,Fairfield,CT,United States,CT,Not Designated
9009,New Haven,CT,United States,CT,Not Designated
9003,Hartford,CT,United States,CT,Not Designated
9005,Litchfield,CT,United States,CT,Not Designated
9007,Middlesex,CT,United States,CT,Not Designated
9011,New London,CT,United States,CT,Not Designated
9013,Tolland,CT,United States,CT,Not Designated
9015,Windham,CT,United States,CT,Not Designated
11001,District of Columbia,DC,United States,DC,Not Designated
10005,Sussex,DE,United States,DE,Not Designated
10001,Kent,DE,United States,DE,Not Designated
10003,New Castle,DE,United States,DE,Not Designated
12033,Escambia,FL,United States,FL,Not Designated
12113,Santa Rosa,FL,United States,FL,Not Designated
12091,Okaloosa,FL,United States,FL,Not Designated
12045,Gulf,FL,United States,FL,Not Designated
12131,Walton,FL,United States,FL,Not Designated
12005,Bay,FL,United States,FL,Not Designated
12013,Calhoun,FL,United States,FL,Not Designated
12059,Holmes,FL,United States,FL,Not Designated
12063,Jackson,FL,United States,FL,Not Designated
12133,Washington,FL,United States,FL,Not Designated
12037,Franklin,FL,United States,FL,Not Designated
12039,Gadsden,FL,United States,FL,Not Designated
12077,Liberty,FL,United States,FL,Not Designated
12129,Wakulla,FL,United States,FL,Not Designated
12073,Leon,FL,United States,FL,Not Designated
12065,Jefferson,FL,United States,FL,Not Designated
12087,Monroe,FL,United States,FL,Not Designated
12071,Lee,FL,United States,FL,Not Designated
12021,Collier,FL,United States,FL,Not Designated
12051,Hendry,FL,United States,FL,Not Designated
12115,Sarasota,FL,United States,FL,Not Designated
12015,Charlotte,FL,United States,FL,Not Designated
12081,Manatee,FL,United States,FL,Not Designated
12027,DeSoto,FL,United States,FL,Not Designated
12043,Glades,FL,United States,FL,Not Designated
12049,Hardee,FL,United States,FL,Not Designated
12055,Highlands,FL,United States,FL,Not Designated
12086,Miami-Dade,FL,United States,FL,Not Designated
12011,Broward,FL,United States,FL,Not Designated
12099,Palm Beach,FL,United States,FL,Not Designated
12093,Okeechobee,FL,United States,FL,Not Designated
12085,Martin,FL,United States,FL,Not Designated
12111,St. Lucie,FL,United States,FL,Not Designated
12103,Pinellas,FL,United States,FL,Not Designated
12075,Levy,FL,United States,FL,Not Designated
12057,Hillsborough,FL,United States,FL,Not Designated
12101,Pasco,FL,United States,FL,Not Designated
12097,Osceola,FL,United States,FL,Not Designated
12105,Polk,FL,United States,FL,Not Designated
12053,Hernando,FL,United States,FL,Not Designated
12017,Citrus,FL,United States,FL,Not Designated
12119,Sumter,FL,United States,FL,Not Designated
